answer,input,sentence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
N,None,Glasses help people to hear.,87,69,8595,69,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A camera is used to help you find your way.,87,70,8596,70,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Tires are always flat.,87,71,8597,71,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pitcher maybe used to pour water.,87,72,8598,72,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cup must have a lid.,87,73,8599,73,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,An elevator goes up to the moon.,87,74,8600,74,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most clouds are brown and furry.,87,75,8601,75,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,There are many different types of jewelry.,87,76,8602,76,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most people use keys to comb their hair.,87,77,8603,77,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A calendar has both the weeks and days.,87,78,8604,78,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people like to go to another country for vacation.,87,79,8605,79,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pencil may have an eraser on the end.,87,80,8606,80,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A neighbor is a person who lives very far away.,87,81,8607,81,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Bakes potatoes grow on trees.,87,82,8608,82,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A classroom teacher works all day in a grocery store.,87,83,8609,83,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A flashlight may need batteries to operate.,87,84,8610,84,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people rent apartments in large cities.,87,85,8611,85,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A goat talks in complete sentences. ,87,86,8612,86,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,All people avoid doctors when they feel sick.,87,87,8613,87,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A carpenter builds things with wood.,87,88,8614,88,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Newly released movies are often shown at theaters.,87,89,8615,89,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A magazine has only one page.,87,90,8616,90,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A photo album may hold many pictures.,87,91,8617,91,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most dogs can climb straight up steep walls.,87,92,8618,92,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A fence can provide a border around a property.,87,93,8619,93,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most modern houses do not have any doors or windows.,87,94,8620,94,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people make hotel reservations for only one night.,87,95,8621,95,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A talented athlete may enjoy several different sports.,87,96,8622,96,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,People may use a map to find certain locations.,87,97,8623,97,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A bird can fly.,88,0,8624,0,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Cats have five legs.,88,1,8625,1,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people have long hair,88,2,8626,2,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,People have teeth.,88,3,8627,3,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The sky is always brown and yellow.,88,4,8628,4,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A clock tells time.,88,5,8629,5,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The color of grass is red.,88,6,8630,6,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A school bus has a driver.,88,7,8631,7,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People like to drink gum.,88,8,8632,8,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A butterfly has ten wings.,88,9,8633,9,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A train goes on the road.,88,10,8634,10,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A banana is to eat.,88,11,8635,11,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Summer is a season of the year.,88,12,8636,12,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Ants are very big.,88,13,8637,13,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A fire is cold.,88,14,8638,14,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A bus has wings,88,15,8639,15,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The color of milk is pink.,88,16,8640,16,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A flower grows in the sky.,88,17,8641,17,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A dog may bark at a cat.,88,18,8642,18,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A room in a house has walls.,88,19,8643,19,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Golf is a game that some people like to play.,88,20,8644,20,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,June is the month after March.,88,21,8645,21,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most dogs can fly over the tops of mountains.,88,22,8646,22,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people like to go swimming on hot days.,88,23,8647,23,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Most windows are made of glass.,88,24,8648,24,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pen is for writing.,88,25,8649,25,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Monkeys live in fish tanks.,88,26,8650,26,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,An insect may live under a rock.,88,27,8651,27,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A shoe goes on your head.,88,28,8652,28,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A frog may swim in a pond.,88,29,8653,29,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A beach by the ocean may have sand.,88,30,8654,30,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,May is the last day of the week.,88,31,8655,31,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People sit on their hands at the dinner table.,88,32,8656,32,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,You can see only one color in a rainbow.,88,33,8657,33,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Cars have four wheels.,88,34,8658,34,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The sun is smaller than an orange.,88,35,8659,35,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A bird may build a nest.,88,36,8660,36,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,All mountains are very flat on top.,88,37,8661,37,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,You can drink milk through a straw.,88,38,8662,38,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A map is used to help you find phone numbers.,88,39,8663,39,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A hospital has more than one doctor.,88,40,8664,40,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people eat pie with a fork.,88,41,8665,41,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some little babies cry when they are hungry.,88,42,8666,42,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Winter is a season of the year.,88,43,8667,43,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A table has six arms.,88,44,8668,44,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People serve dinner on their windows.,88,45,8669,45,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Many spiders can spin webs.,88,46,8670,46,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some fish live in the ocean.,88,47,8671,47,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people buy new homes in small towns.,88,48,8672,48,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some children fly kites on a windy day.,88,49,8673,49,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A shoe is worn on your ear.,88,50,8674,50,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some children enjoy watching cartoons on television.,88,51,8675,51,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Snow is often green in color.,88,52,8676,52,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A monkey is an insect that flies.,88,53,8677,53,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A door may have a lock.,88,54,8678,54,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A hammer if often used to write a story.,88,55,8679,55,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A plant's roots are above ground.,88,56,8680,56,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A dog may fight with another dog.,88,57,8681,57,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A bicycle needs gas each day.,88,58,8682,58,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Money is often used to start forest fires. ,88,59,8683,59,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,One can travel faster on an airplane than on a bicycle.,88,60,8684,60,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cook works every day in a bank.,88,61,8685,61,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Every year all cars need to have new engines.,88,62,8686,62,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A baseball looks like a square.,88,63,8687,63,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Doctors spend most of their time driving race cars.,88,64,8688,64,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Tennis is a game that some people like to play.,88,65,8689,65,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Many people place pictures on the floors of their homes.,88,66,8690,66,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A banker works in a kitchen.,88,67,8691,67,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A coat may be hung on a hanger in a closet.,88,68,8692,68,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Glasses help people to hear.,88,69,8693,69,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A camera is used to help you find your way.,88,70,8694,70,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Tires are always flat.,88,71,8695,71,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pitcher maybe used to pour water.,88,72,8696,72,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cup must have a lid.,88,73,8697,73,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,An elevator goes up to the moon.,88,74,8698,74,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most clouds are brown and furry.,88,75,8699,75,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,There are many different types of jewelry.,88,76,8700,76,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most people use keys to comb their hair.,88,77,8701,77,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A calendar has both the weeks and days.,88,78,8702,78,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people like to go to another country for vacation.,88,79,8703,79,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pencil may have an eraser on the end.,88,80,8704,80,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A neighbor is a person who lives very far away.,88,81,8705,81,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Bakes potatoes grow on trees.,88,82,8706,82,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A classroom teacher works all day in a grocery store.,88,83,8707,83,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A flashlight may need batteries to operate.,88,84,8708,84,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people rent apartments in large cities.,88,85,8709,85,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A goat talks in complete sentences. ,88,86,8710,86,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,All people avoid doctors when they feel sick.,88,87,8711,87,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A carpenter builds things with wood.,88,88,8712,88,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Newly released movies are often shown at theaters.,88,89,8713,89,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A magazine has only one page.,88,90,8714,90,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A photo album may hold many pictures.,88,91,8715,91,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most dogs can climb straight up steep walls.,88,92,8716,92,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A fence can provide a border around a property.,88,93,8717,93,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most modern houses do not have any doors or windows.,88,94,8718,94,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people make hotel reservations for only one night.,88,95,8719,95,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A talented athlete may enjoy several different sports.,88,96,8720,96,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,People may use a map to find certain locations.,88,97,8721,97,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A bird can fly.,89,0,8722,0,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Cats have five legs.,89,1,8723,1,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people have long hair,89,2,8724,2,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,People have teeth.,89,3,8725,3,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The sky is always brown and yellow.,89,4,8726,4,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A clock tells time.,89,5,8727,5,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The color of grass is red.,89,6,8728,6,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A school bus has a driver.,89,7,8729,7,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People like to drink gum.,89,8,8730,8,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A butterfly has ten wings.,89,9,8731,9,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A train goes on the road.,89,10,8732,10,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A banana is to eat.,89,11,8733,11,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Summer is a season of the year.,89,12,8734,12,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Ants are very big.,89,13,8735,13,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A fire is cold.,89,14,8736,14,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A bus has wings,89,15,8737,15,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The color of milk is pink.,89,16,8738,16,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A flower grows in the sky.,89,17,8739,17,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A dog may bark at a cat.,89,18,8740,18,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A room in a house has walls.,89,19,8741,19,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Golf is a game that some people like to play.,89,20,8742,20,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,June is the month after March.,89,21,8743,21,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most dogs can fly over the tops of mountains.,89,22,8744,22,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people like to go swimming on hot days.,89,23,8745,23,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Most windows are made of glass.,89,24,8746,24,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pen is for writing.,89,25,8747,25,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Monkeys live in fish tanks.,89,26,8748,26,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,An insect may live under a rock.,89,27,8749,27,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A shoe goes on your head.,89,28,8750,28,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A frog may swim in a pond.,89,29,8751,29,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A beach by the ocean may have sand.,89,30,8752,30,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,May is the last day of the week.,89,31,8753,31,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People sit on their hands at the dinner table.,89,32,8754,32,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,You can see only one color in a rainbow.,89,33,8755,33,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Cars have four wheels.,89,34,8756,34,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The sun is smaller than an orange.,89,35,8757,35,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A bird may build a nest.,89,36,8758,36,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,All mountains are very flat on top.,89,37,8759,37,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,You can drink milk through a straw.,89,38,8760,38,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A map is used to help you find phone numbers.,89,39,8761,39,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A hospital has more than one doctor.,89,40,8762,40,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people eat pie with a fork.,89,41,8763,41,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some little babies cry when they are hungry.,89,42,8764,42,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Winter is a season of the year.,89,43,8765,43,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A table has six arms.,89,44,8766,44,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People serve dinner on their windows.,89,45,8767,45,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Many spiders can spin webs.,89,46,8768,46,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some fish live in the ocean.,89,47,8769,47,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people buy new homes in small towns.,89,48,8770,48,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some children fly kites on a windy day.,89,49,8771,49,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A shoe is worn on your ear.,89,50,8772,50,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some children enjoy watching cartoons on television.,89,51,8773,51,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Snow is often green in color.,89,52,8774,52,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A monkey is an insect that flies.,89,53,8775,53,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A door may have a lock.,89,54,8776,54,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A hammer if often used to write a story.,89,55,8777,55,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A plant's roots are above ground.,89,56,8778,56,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A dog may fight with another dog.,89,57,8779,57,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A bicycle needs gas each day.,89,58,8780,58,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Money is often used to start forest fires. ,89,59,8781,59,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,One can travel faster on an airplane than on a bicycle.,89,60,8782,60,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cook works every day in a bank.,89,61,8783,61,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Every year all cars need to have new engines.,89,62,8784,62,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A baseball looks like a square.,89,63,8785,63,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Doctors spend most of their time driving race cars.,89,64,8786,64,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Tennis is a game that some people like to play.,89,65,8787,65,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Many people place pictures on the floors of their homes.,89,66,8788,66,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A banker works in a kitchen.,89,67,8789,67,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A coat may be hung on a hanger in a closet.,89,68,8790,68,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Glasses help people to hear.,89,69,8791,69,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A camera is used to help you find your way.,89,70,8792,70,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Tires are always flat.,89,71,8793,71,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pitcher maybe used to pour water.,89,72,8794,72,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cup must have a lid.,89,73,8795,73,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,An elevator goes up to the moon.,89,74,8796,74,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most clouds are brown and furry.,89,75,8797,75,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,There are many different types of jewelry.,89,76,8798,76,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most people use keys to comb their hair.,89,77,8799,77,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A calendar has both the weeks and days.,89,78,8800,78,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
